ANIO,MES,FECHA_REGISTRO,DEPARTAMENTO,MUNICIPIO,VEREDA_CORREGIMIENTO,PREDIO_BARRIO,AREA_PROTEGIDA_NACIONAL,LATITUD,LONGITUD,ELEVACION_MSNM,AREA_COPA_HA,AREA_SUPERFICIAL_HA,AREA_SUBTERRANEO_HA,AREA_MIXTO_HA,AREA_OTRO_TIPO_HA,CAUSA_QUEMA_FUERA_CONTROL,CAUSA_DESCUIDO_NEGLIGENCIA,CAUSA_INTENCIONAL,CAUSA_ACCIDENTAL,CAUSA_REACTIVACION_FOCOS,CAUSA_OTRA,COB_BOSQUE_NATURAL_DENSO,COB_BOSQUE_INTERVENIDO,COB_BOSQUE_PLANTADO,COB_BOSQUE_SECO,COB_CULTIVOS,COB_PARAMOS,COB_SABANAS_PASTIZALES,COB_PASTOS_MANEJADOS,COB_RASTROJO,COB_VEGETACION_SECA,COB_COBERTURA_SIN_DETERMINAR,AREA_TOTAL_HA,ENTIDAD_REPORTA,FUENTE_HOJA,DEPARTAMENTO_NORM,MES_NORM,MUNICIPIO_NORM,LATITUD_DEC,LONGITUD_DEC,COORDENADAS_VALIDAS,ELEVACION_MSNM_NUM,AREA_COPA_HA_NUM,AREA_COPA_HA_TEXTO_RESIDUAL,AREA_SUPERFICIAL_HA_NUM,AREA_SUPERFICIAL_HA_TEXTO_RESIDUAL,AREA_SUBTERRANEO_HA_NUM,AREA_SUBTERRANEO_HA_TEXTO_RESIDUAL,AREA_MIXTO_HA_NUM,AREA_MIXTO_HA_TEXTO_RESIDUAL,AREA_OTRO_TIPO_HA_NUM,AREA_OTRO_TIPO_HA_TEXTO_RESIDUAL,COB_BOSQUE_NATURAL_DENSO_NUM,COB_BOSQUE_NATURAL_DENSO_TEXTO_RESIDUAL,COB_BOSQUE_INTERVENIDO_NUM,COB_BOSQUE_INTERVENIDO_TEXTO_RESIDUAL,COB_BOSQUE_PLANTADO_NUM,COB_BOSQUE_PLANTADO_TEXTO_RESIDUAL,COB_BOSQUE_SECO_NUM,COB_BOSQUE_SECO_TEXTO_RESIDUAL,COB_CULTIVOS_NUM,COB_CULTIVOS_TEXTO_RESIDUAL,COB_PARAMOS_NUM,COB_PARAMOS_TEXTO_RESIDUAL,COB_SABANAS_PASTIZALES_NUM,COB_SABANAS_PASTIZALES_TEXTO_RESIDUAL,COB_PASTOS_MANEJADOS_NUM,COB_PASTOS_MANEJADOS_TEXTO_RESIDUAL,COB_RASTROJO_NUM,COB_RASTROJO_TEXTO_RESIDUAL,COB_VEGETACION_SECA_NUM,COB_VEGETACION_SECA_TEXTO_RESIDUAL,COB_COBERTURA_SIN_DETERMINAR_NUM,COB_COBERTURA_SIN_DETERMINAR_TEXTO_RESIDUAL,AREA_TOTAL_HA_NUM,AREA_TOTAL_HA_TEXTO_RESIDUAL,REGISTRO_INCOMPLETO,ANIO_FECHA_INCONSISTENTE,AREA_TOTAL_ATIPICO
2014,SEPTIEMBRE,2014-09-12,NORTE de SANTANDER,San Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,BD_ICV_2010_2020,Norte de Santander,Septiembre,San Cayetano,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,50.0,False,50.0,False,False,False,True
2014,JULIO,2014-07-25,NORTE de SANTANDER,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,BD_ICV_2010_2020,Norte de Santander,Julio,Durania,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,35.0,False,35.0,False,False,False,True
2014,MARZO,2014-03-20,NORTE de SANTANDER,Ábrego,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,BD_ICV_2010_2020,Norte de Santander,Marzo,Ábrego,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,30.0,False,30.0,False,False,False,True
2014,JULIO,2014-07-08,NORTE de SANTANDER,Sardinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,BD_ICV_2010_2020,Norte de Santander,Julio,Sardinata,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,30.0,False,30.0,False,False,False,True
2014,SEPTIEMBRE,2014-09-09,NORTE de SANTANDER,Chinácota,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,,BD_ICV_2010_2020,Norte de Santander,Septiembre,Chinácota,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,26.0,False,26.0,False,False,False,True
2014,AGOSTO,2014-08-01,NORTE de SANTANDER,San Calixto,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,,BD_ICV_2010_2020,Norte de Santander,Agosto,San Calixto,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,13.0,False,13.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-07,NORTE de SANTANDER,Arboledas,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,BD_ICV_2010_2020,Norte de Santander,Septiembre,Arboledas,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,10.0,False,10.0,False,False,False,False
2014,AGOSTO,2014-08-17,NORTE de SANTANDER,Cucutilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,BD_ICV_2010_2020,Norte de Santander,Agosto,Cucutilla,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,10.0,False,10.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-07,NORTE de SANTANDER,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,BD_ICV_2010_2020,Norte de Santander,Septiembre,Durania,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,6.0,False,6.0,False,False,False,False
2014,DICIEMBRE,2014-12-17,NORTE de SANTANDER,Pamplona,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,BD_ICV_2010_2020,Norte de Santander,Diciembre,Pamplona,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,5.0,False,5.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-07,NORTE de SANTANDER,Cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,BD_ICV_2010_2020,Norte de Santander,Septiembre,Cúcuta,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,4.0,False,4.0,False,False,False,False
2014,ENERO,2014-01-18,NORTE de SANTANDER,La Playa,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,BD_ICV_2010_2020,Norte de Santander,Enero,La Playa,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,4.0,False,4.0,False,False,False,False
2014,JULIO,2014-07-08,NORTE de SANTANDER,Bucarasica,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,BD_ICV_2010_2020,Norte de Santander,Julio,Bucarasica,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,3.0,False,3.0,False,False,False,False
2014,FEBRERO,2014-02-14,NORTE de SANTANDER,Chinácota,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Febrero,Chinácota,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-01,NORTE de SANTANDER,Cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Cúcuta,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-02,NORTE de SANTANDER,Cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Cúcuta,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-10,NORTE de SANTANDER,Cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Septiembre,Cúcuta,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,OCTUBRE,2014-10-01,NORTE de SANTANDER,Cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Octubre,Cúcuta,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,FEBRERO,2014-02-15,NORTE de SANTANDER,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Febrero,Durania,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-11,NORTE de SANTANDER,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Durania,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-07,NORTE de SANTANDER,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Septiembre,Durania,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-02,NORTE de SANTANDER,El Zulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,El Zulia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-07,NORTE de SANTANDER,El Zulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Septiembre,El Zulia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-30,NORTE de SANTANDER,Gramalote,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Gramalote,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-02,NORTE de SANTANDER,Hacari,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Hacari,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,JULIO,2014-07-28,NORTE de SANTANDER,Los Patios,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Julio,Los Patios,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-03,NORTE de SANTANDER,Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Salazar,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-04,NORTE de SANTANDER,Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Salazar,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-30,NORTE de SANTANDER,San Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,San Cayetano,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-23,NORTE de SANTANDER,Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Santiago,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,JULIO,2014-07-30,NORTE de SANTANDER,Sardinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Julio,Sardinata,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-04,NORTE de SANTANDER,Sardinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Sardinata,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-29,NORTE de SANTANDER,Sardinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Sardinata,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-03,NORTE de SANTANDER,Teorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Norte de Santander,Agosto,Teorama,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,AGOSTO,2014-08-01,QUINDÍO,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,BD_ICV_2010_2020,Quindío,Agosto,Armenia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,10.0,False,10.0,False,False,False,False
2014,JULIO,2014-07-25,QUINDÍO,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,BD_ICV_2010_2020,Quindío,Julio,Armenia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,3.0,False,3.0,False,False,False,False
2014,AGOSTO,2014-08-07,QUINDÍO,Circasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Quindío,Agosto,Circasia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,JULIO,2014-07-31,QUINDÍO,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,BD_ICV_2010_2020,Quindío,Julio,Armenia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.5,False,0.5,False,False,False,False
2014,AGOSTO,2014-08-31,QUINDÍO,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,BD_ICV_2010_2020,Quindío,Agosto,Montenegro,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.5,False,0.5,False,False,False,False
2014,JULIO,2014-07-31,QUINDÍO,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,BD_ICV_2010_2020,Quindío,Julio,Armenia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,0.0,False,0.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-09,RISARALDA,La Celia,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,BD_ICV_2010_2020,Risaralda,Septiembre,La Celia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,20.0,False,20.0,False,False,False,True
2014,SEPTIEMBRE,2014-09-06,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,BD_ICV_2010_2020,Risaralda,Septiembre,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,15.0,False,15.0,False,False,False,False
2014,OCTUBRE,2014-10-27,RISARALDA,La Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,,BD_ICV_2010_2020,Risaralda,Octubre,La Virginia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,14.0,False,14.0,False,False,False,False
2014,AGOSTO,2014-08-06,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,BD_ICV_2010_2020,Risaralda,Agosto,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,7.0,False,7.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-10,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,BD_ICV_2010_2020,Risaralda,Septiembre,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,7.0,False,7.0,False,False,False,False
2014,MARZO,2014-03-28,RISARALDA,Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,BD_ICV_2010_2020,Risaralda,Marzo,Pereira,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,5.0,False,5.0,False,False,False,False
2014,FEBRERO,2014-02-10,RISARALDA,Belén de Umbría,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,BD_ICV_2010_2020,Risaralda,Febrero,Belén de Umbría,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,4.0,False,4.0,False,False,False,False
2014,ABRIL,2014-04-13,RISARALDA,Belén de Umbría,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,BD_ICV_2010_2020,Risaralda,Abril,Belén de Umbría,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,4.0,False,4.0,False,False,False,False
2014,OCTUBRE,2014-10-01,RISARALDA,Belén de Umbría,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,BD_ICV_2010_2020,Risaralda,Octubre,Belén de Umbría,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,4.0,False,4.0,False,False,False,False
2014,AGOSTO,2014-08-04,RISARALDA,La Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,BD_ICV_2010_2020,Risaralda,Agosto,La Virginia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,4.0,False,4.0,False,False,False,False
2014,JULIO,2014-07-25,RISARALDA,Dosquebradas,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,BD_ICV_2010_2020,Risaralda,Julio,Dosquebradas,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,3.0,False,3.0,False,False,False,False
2014,AGOSTO,2014-08-03,RISARALDA,Dosquebradas,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,BD_ICV_2010_2020,Risaralda,Agosto,Dosquebradas,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,3.0,False,3.0,False,False,False,False
2014,JULIO,2014-07-14,RISARALDA,Marsella,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,BD_ICV_2010_2020,Risaralda,Julio,Marsella,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,3.0,False,3.0,False,False,False,False
2014,MAYO,2014-05-26,RISARALDA,Balboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Mayo,Balboa,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-30,RISARALDA,Dosquebradas,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,Dosquebradas,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-19,RISARALDA,Guática,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,Guática,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-20,RISARALDA,Guática,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,Guática,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-31,RISARALDA,Guática,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,Guática,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,AGOSTO,2014-08-24,RISARALDA,Guática,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Agosto,Guática,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-23,RISARALDA,La Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,La Virginia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-23,RISARALDA,Mistrató,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,Mistrató,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,AGOSTO,2014-08-18,RISARALDA,Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Agosto,Pereira,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,JULIO,2014-07-13,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Julio,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,AGOSTO,2014-08-18,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Agosto,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-09,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,BD_ICV_2010_2020,Risaralda,Septiembre,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,2.0,False,2.0,False,False,False,False
2014,ABRIL,2014-04-09,RISARALDA,Balboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,BD_ICV_2010_2020,Risaralda,Abril,Balboa,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.5,False,1.5,False,False,False,False
2014,SEPTIEMBRE,2014-09-03,RISARALDA,La Celia,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,BD_ICV_2010_2020,Risaralda,Septiembre,La Celia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.5,False,1.5,False,False,False,False
2014,SEPTIEMBRE,2014-09-01,RISARALDA,Santuario,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,BD_ICV_2010_2020,Risaralda,Septiembre,Santuario,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.5,False,1.5,False,False,False,False
2014,ENERO,2014-01-05,RISARALDA,Apía,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Enero,Apía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,AGOSTO,2014-08-03,RISARALDA,Balboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Agosto,Balboa,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,OCTUBRE,2014-10-01,RISARALDA,La Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Octubre,La Virginia,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-09,RISARALDA,Marsella,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Septiembre,Marsella,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,AGOSTO,2014-08-30,RISARALDA,Mistrató,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Agosto,Mistrató,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,JULIO,2014-07-19,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Julio,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,JULIO,2014-07-28,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Julio,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
2014,SEPTIEMBRE,2014-09-09,RISARALDA,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,BD_ICV_2010_2020,Risaralda,Septiembre,Quinchía,,,False,,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,1.0,False,1.0,False,False,False,False
